X,Y,PARENT_REF,PARENT_R_1,AGENCY_REF,AGENCY_NAM,AGENCY_N_1,ADDRESS,CITY,STATE,ZIPCODE,ADDRESS_FU,PROGRAM,SHOPPING_L,FAMILY_MAR,JOYFUL_MAR,GROCERY_PL,HEALTH_CAR,MOBILE_MAR,PARTNER_DI,WEEKEND_BA,TOTAL_POUN,XCOORD,YCOORD,LATITUDE,LONGITUDE,MAR_ID,BROWN_BAG,KIDS_CAFE,COMMUNITY,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,OBJECTID,EDITED
-8583014.488625,4749130.06446556,1010,0,1010-58,Oak Grove AME Zion Church, ,20400 Zion Road,Gathersburg,MD,20882,20400 Zion Road  Gathersburg MD 20882,Shopping,3733.25, , , , ,0,0, ,3733.25,,,,,,0, , ,Emergency_Food_Providers_150,{0B89E1CE-7404-4884-9592-FDD6FEDC4C32},,,,1,
-8593895.24535187,4748363.53553953,4120,0,4120-FM,Montgomery Village Middle School, ,19300 Watkins Mill Rd.,Silver Spring,MD,20886,19300 Watkins Mill Rd. Silver Spring MD 20886,Direct Distributions,0,"32,792", , , ,0,0, ,32792.123,,,,,,0, , ,Emergency_Food_Providers_151,{5D1D61E8-8379-4F92-9723-8746B250EB75},,,,2,
-8595641.23676017,4748025.17318091,6969,0,6969-FM,Watkins Mill High School, ,10301 Apple Ridge Rd.,Gaithersburg,MD,20879,10301 Apple Ridge Rd. Gaithersburg MD 20879,Direct Distributions,0,"20,152", , , ,0,0, ,20152.25,,,,,,0, , ,Emergency_Food_Providers_152,{E3B98170-55A6-44B2-81BE-631BEE9D8B92},,,,3,
-8594727.38141517,4746655.8817084,9483,0,9483-01,Women Who Care Ministries, ,19642 Club House Road Ste. 620,Montgomery Villlage,MD,20886,19642 Club House Road Ste. 620 Montgomery Villlage MD 20886,Shopping,9866.628, , , , ,0,0, ,9866.628,,,,,,0, , ,Emergency_Food_Providers_153,{DF39D538-FF77-4837-9575-E7D97DA9E058},,,,4,
-8590812.68709066,4745776.59795613,9624,0,9624-01,Calvary Pentecostal Ministries, ,18919 Earhart Ct.,Gaithersburg,MD,20879,18919 Earhart Ct. Gaithersburg MD 20879,Shopping,8364.33, , , , ,0,0, ,8364.33,,,,,,0, , ,Emergency_Food_Providers_154,{5545B87B-D3AA-492C-BB46-20A6F7E250BA},,,,5,
-8601420.72161332,4744352.59701857,6450,0,6450-01,Langley Park Spanish SDA Church, ,18462 Estone Hollow Dr.,Germantown,MD,20874,18462 Estone Hollow Dr. Germantown MD 20874,Shopping,27086.747, , , , ,0,0, ,27086.747,,,,,,0, , ,Emergency_Food_Providers_155,{28AB1B33-506E-48EB-A30C-5A3C8A443377},,,,6,
-8595074.36395795,4744070.97424898,9608,0,9608-01,Montgomery County Muslim Foundation, ,811 Russell Ave # G,Gaithersburg,MD,20879,811 Russell Ave # G Gaithersburg MD 20879,Shopping,15763.472, , , , ,0,0, ,15763.472,,,,,,0, , ,Emergency_Food_Providers_156,{C565BD2C-FEA2-462A-B1B3-30610A9402DB},,,,7,
-8593509.70200034,4744013.09083951,5201,0,5201-FM,Southlake Elememtary, ,18201 Contour Rd.,Gaithersburg,MD,20877,18201 Contour Rd. Gaithersburg MD 20877,Direct Distributions,0,"46,821", , , ,0,0, ,46820.515,,,,,,0, , ,Emergency_Food_Providers_157,{810E0DA0-B4C5-4F8F-A05E-3D00E36EF961},,,,8,
-8593012.21548399,4741886.07115426,1010,0,1010-64,Wells Robertson House, ,1 Wells Ave,Gaithersburg,MD,20877,1 Wells Ave Gaithersburg MD 20877,Shopping,2363.651, , , , ,0,0, ,2363.651,,,,,,0, , ,Emergency_Food_Providers_158,{CB00F941-8AC9-4E28-AC23-0F7FC38E3514},,,,9,
-8594986.76679796,4741801.44830108,6425,7140,Multiple,The Willows, ,429 West Diamond Ave,Gaithersburg,MD,20877,429 West Diamond Ave Gaithersburg MD 20877,Direct Distributions,0, , , , ,0,0,323,13198.386,,,,,,4600.616,"8,275", ,Emergency_Food_Providers_159,{8C8D846A-518D-4512-A16B-92E1842D3FCB},,,,10,
-8593831.61538723,4741749.63450064,9463,0,Multiple,There's Hope Christian Church, ,23 W Diamond Street,Gaithersburg,MD,20877,23 W Diamond Street Gaithersburg MD 20877,Shopping & Direct Distribution,22192.146, , , , ,102318.625,0, ,124510.771,,,,,,0, , ,Emergency_Food_Providers_160,{41AD7E89-FCBD-43A1-96DF-9B4F0CA3F12D},,,,11,
-8593242.06714123,4741545.84457834,1010,0,1010-62,Gaithersburg Community Soup Kitchen, ,201 S. Frederick Ave,Gaithersburg,MD,20877,201 S. Frederick Ave Gaithersburg MD 20877,Shopping,7673.853, , , , ,0,0, ,7673.853,,,,,,0, , ,Emergency_Food_Providers_161,{50201E7F-7959-476D-95B5-C854220B164E},,,,12,
-8594667.00173909,4741218.08635695,7110,0,Multiple,Londonderry Towers, ,17060 King James Way,Gaithersburg,MD,20877,17060 King James Way Gaithersburg MD 20877,Direct Distributions,0, , , , ,70089.5,0, ,78262.038,,,,,,8172.538, , ,Emergency_Food_Providers_162,{071DB746-0147-4E91-802A-DB53B880F522},,,,13,
-8594499.74470777,4740997.1420267,9589,0,9589-01,"Gaithersburg Help, Inc.", ,301 Muddy Branch Rd.,Gaithersburg,MD,20877,301 Muddy Branch Rd. Gaithersburg MD 20877,Shopping,13461.028, , , , ,0,0, ,13461.028,,,,,,0, , ,Emergency_Food_Providers_163,{BEABE228-7FA5-4FC9-B8E5-196C46A8E6FF},,,,14,
-8589065.99515235,4738763.02930646,6426,0,Multiple,Shady Grove Apartments, ,16125 Crabbs Branch Way,Derwood,MD,20855,16125 Crabbs Branch Way Derwood MD 20855,Direct Distributions,0, , , , ,0,315.059,380,4647.848,,,,,,3952.705, , ,Emergency_Food_Providers_164,{A40A4D81-71D6-42C5-A41C-780690FFC967},,,,15,
-8592968.15461499,4738663.59582209,9485,0,Multiple,MANNA Food Center Inc., ,9311 Gaither Road,Gaithersburg,MD,20877,9311 Gaither Road Gaithersburg MD 20877,Shopping & Direct Distribution,787559.425, , , , ,0,472928, ,1260487.425,,,,,,0, , ,Emergency_Food_Providers_165,{BC1D8C7C-8946-435A-B560-B79C56566EA1},,,,16,
-8564362.1621064,4737391.30516853,8845,0,8845-FM,Burtonsville ES, ,15516 Old Columbia Pike,Burtonsville,MD,20866,15516 Old Columbia Pike Burtonsville MD 20866,Direct Distributions,0,"71,945", , , ,0,0, ,71945.341,,,,,,0, , ,Emergency_Food_Providers_166,{D44EDB1D-33FE-4A5B-AD85-A6B50B2D8564},,,,17,
-8554894.18418869,4737054.4436219,8450,0,8450-MM,Selborne House, ,501 Main Street,Laurel,MD,20707,501 Main Street Laurel MD 20707,Direct Distributions,0, , , , ,73523,0, ,73523,,,,,,0, , ,Emergency_Food_Providers_167,{F4396AB9-64A9-4708-BDF5-C29881F5701A},,,,18,
-8572013.20670214,4736780.29624812,9691,0,9691-01,Muslim Community Center, ,15200 New Hampshire Ave.,Silver Spring,MD,20905,15200 New Hampshire Ave. Silver Spring MD 20905,Shopping,3127.456, , , , ,0,0, ,3127.456,,,,,,0, , ,Emergency_Food_Providers_168,{150E8B61-2887-4B77-B688-812DA9089A09},,,,19,
-8554643.77086022,4736273.06609599,9548,0,9548-01,L A R S, ,311 Laurel Ave,Laurel,MD,20707,311 Laurel Ave Laurel MD 20707,Shopping,20551.24, , , , ,0,0, ,20551.24,,,,,,0, , ,Emergency_Food_Providers_169,{96727407-9A39-47A3-B47E-5F4AFC1B2232},,,,20,
-8554971.63993305,4735786.5292837,8742,0,8742-01,"FISH of Laurel, Inc.", ,308 Gorman Ave,Laurel,MD,20707,308 Gorman Ave Laurel MD 20707,Shopping,7554.239, , , , ,0,0, ,7554.239,,,,,,0, , ,Emergency_Food_Providers_170,{5C633DF4-8973-4407-88F1-B73A91E09047},,,,21,
-8583549.81382601,4735635.63061513,5060,0,5060-21,Alfred House Eldercare Inc, ,5313 Norbeck Rd,Rockville,MD,20853,5313 Norbeck Rd Rockville MD 20853,Shopping,44917.632, , , , ,0,0, ,44917.632,,,,,,0, , ,Emergency_Food_Providers_171,{26E2F271-EEE5-46F1-826C-44A3313E3C4A},,,,22,
-8583702.88948466,4735393.07839826,8260,0,8260-BB,Bauer Park Apartments, ,14635 Bauer Dr,Rockville,MD,20853,14635 Bauer Dr Rockville MD 20853,Direct Distributions,0, , , , ,0,0, ,8646.975,,,,,,8646.975, , ,Emergency_Food_Providers_172,{A19DF966-230D-458B-8324-1C56771E6EFA},,,,23,
-8586713.2789281,4735076.73507605,9658,0,9658-01,Nourish Now, ,1111 Taft St.,Rockville,MD,20850,1111 Taft St. Rockville MD 20850,Shopping,2531.15, , , , ,0,0, ,2531.15,,,,,,0, , ,Emergency_Food_Providers_173,{BEE9A46D-F944-405A-AD2E-3BD8CE1A0363},,,,24,
-8588840.60571617,4734438.12847604,8305,0,8305-BB,Heritage House, ,95 Dawson Ave,Rockville,MD,20850,95 Dawson Ave Rockville MD 20850,Direct Distributions,0, , , , ,0,0, ,13567.935,,,,,,13567.935, , ,Emergency_Food_Providers_174,{D55D07F7-C460-43F4-AF1E-B2103E54E0A6},,,,25,
-8555239.76440769,4734375.76846936,9583,0,9583-01,Gospel Assembly Church, ,8740 Cherry Lane #12,Laurel,MD,20707,8740 Cherry Lane #12 Laurel MD 20707,Shopping,10935.52, , , , ,0,0, ,10935.52,,,,,,0, , ,Emergency_Food_Providers_175,{1FF06F01-8454-49CA-BC1C-4CA4E53EFC5D},,,,26,
-8577094.5183126,4734358.09903519,5401,0,5401-FM,Argyle Middle School, ,2400 Bel Pre Rd.,Silver Spring,MD,20906,2400 Bel Pre Rd. Silver Spring MD 20906,Direct Distributions,0,"17,473", , , ,0,0, ,17473.3,,,,,,0, , ,Emergency_Food_Providers_176,{31ABA8C6-028F-4ABF-82F8-8ACC25497D56},,,,27,
-8592634.48542121,4734048.74403331,5610,0,5610-BB,Food For All/ AMURT, ,2502 Lindley Terrace,Rockville,MD,20850,2502 Lindley Terrace Rockville MD 20850,Direct Distributions,0, , , , ,0,0, ,1200,,,,,,1200, , ,Emergency_Food_Providers_177,{206A79AF-97E8-4ACC-8F14-66425160D81A},,,,28,
-8581821.74530431,4733708.9532874,4241,0,4241-FM,Parkland Middle School, ,4610 West Frankfort Dr.,Rockville,MD,20853,4610 West Frankfort Dr. Rockville MD 20853,Direct Distributions,0,"33,267", , , ,0,0, ,33267.019,,,,,,0, , ,Emergency_Food_Providers_178,{7EB4F55D-002F-481D-A9D4-2AC6C290B37B},,,,29,
-8565143.45848186,4733184.96870451,9432,0,9432-FM,Greencastle Elementary School, ,13611 Robey Rd.,Silver Spring,MD,20904,13611 Robey Rd. Silver Spring MD 20904,Direct Distributions,0,"15,671", , , ,0,0, ,15671.025,,,,,,0, , ,Emergency_Food_Providers_179,{AD0A9CB2-18E1-4C92-8B0E-FBD58B6E0AC2},,,,30,
-8576908.05843616,4733183.8218775,7030,0,7030-MM,Faith Community  Baptist Church, ,13618 Layhill Rd,Silver Spring,MD,20906,13618 Layhill Rd Silver Spring MD 20906,Direct Distributions,0, , , , ,348568.33,0, ,348568.33,,,,,,0, , ,Emergency_Food_Providers_180,{6878A4FB-4871-4AE0-8899-84BC4F28B532},,,,31,
-8554297.35509974,4732984.07575646,6940,0,6940-MM,Park View at Laurel 1, ,9000 Briarcroft Lane,Laurel,MD,20708,9000 Briarcroft Lane Laurel MD 20708,Direct Distributions,0, , , , ,133787.04,0, ,133787.04,,,,,,0, , ,Emergency_Food_Providers_181,{45FD0D44-08F5-4611-A994-E86AE73A1B72},,,,32,
-8567125.52392966,4732890.0050935,9659,0,9659-01,Nations United Baptist Church, ,2408 Fairland Rd.,Silver Spring,MD,20904,2408 Fairland Rd. Silver Spring MD 20904,Shopping,153322.412, , , , ,0,0, ,153322.412,,,,,,0, , ,Emergency_Food_Providers_182,{E4352797-9B04-474E-A5A2-6CEF26338C3F},,,,33,
-8566947.13545745,4732768.17245684,9490,0,9490-01,Allen Chapel AME Church Outreach MD, ,2518 Fairland Road,Silver Spring,MD,20904,2518 Fairland Road Silver Spring MD 20904,Shopping,29353.589, , , , ,0,0, ,29353.589,,,,,,0, , ,Emergency_Food_Providers_183,{40C701D1-2C95-4B68-8BD8-8BBC5E9A7367},,,,34,
-8554518.53626163,4731863.58447652,7550,0,7550-AM,Deerfield Run Community Center, ,13000 Laurel-Bowie Rd,Laurel,MD,20708,13000 Laurel-Bowie Rd Laurel MD 20708,Direct Distributions,0, , , , ,0,0, ,21161.2,,,,,,0,21161.2, ,Emergency_Food_Providers_184,{95929ABB-D9DE-4E49-A141-40CA8EDC3025},,,,35,
-8578201.65739925,4731328.49762129,1010,0,1010-75,Glenmont United Methodist Church, ,12901 Georgia Ave,Wheaton,MD,20906,12901 Georgia Ave Wheaton MD 20906,Shopping,7636.755, , , , ,0,0, ,7636.755,,,,,,0, , ,Emergency_Food_Providers_185,{12DEC1B8-DB0B-4EBF-8166-AEA7111C6524},,,,36,
-8575913.15182984,4731131.12417282,8793,0,8793-FM,Kennedy Cluster, ,1901 Randolph Rd.,Silver Spring,MD,20902,1901 Randolph Rd. Silver Spring MD 20902,Direct Distributions,0,"115,072", , , ,0,0, ,115071.896,,,,,,0, , ,Emergency_Food_Providers_186,{F613703A-DA89-4F47-858F-B50AB36B3EE9},,,,37,
-8579446.04335777,4731004.48244488,7204,0,7204-FM,Loiderman Middle School, ,12701 Goodhill Rd.,Silver Spring,MD,20709,12701 Goodhill Rd. Silver Spring MD 20709,Direct Distributions,0,"6,383", , , ,0,0, ,6383.425,,,,,,0, , ,Emergency_Food_Providers_187,{1F076C8C-0E1C-4D5C-9EDB-B227DAB92754},,,,38,
-8565605.46799008,4730840.11971032,9260,0,9260-FM,Galway Elementary School, ,12612 Galway Dr.,Silver Spring,MD,20904,12612 Galway Dr. Silver Spring MD 20904,Direct Distributions,0,"14,170", , , ,0,0, ,14169.865,,,,,,0, , ,Emergency_Food_Providers_188,{4A751658-95B3-4CB2-86F9-300657C22304},,,,39,
-8582302.95724564,4730716.34912699,8350,0,Multiple,Rockcreek Terrace Apartments, ,12630 Veirs Mill Road,Rockville,MD,20853,12630 Veirs Mill Road Rockville MD 20853,Direct Distributions,0, , , , ,0,0,"4,308",24279.477,,,,,,6803.452,13167.96, ,Emergency_Food_Providers_189,{55CAD7C3-D4F5-4BD7-833D-66709866C509},,,,40,
-8571541.94633296,4730588.23421101,6660,0,6660-01,Washington Spanish Church, ,12604 New Hampshire Avenue,Silver Spring,MD,20904,12604 New Hampshire Avenue Silver Spring MD 20904,Shopping,19568.69, , , , ,0,0, ,19568.69,,,,,,0, , ,Emergency_Food_Providers_190,{D194C56E-B54E-478A-8AD8-800864218720},,,,41,
-8577095.27611924,4729718.86260545,9472,0,Multiple,McCarrick Family Center,Catholic Charities ADOW Montgomery County Family Center,12247 Georgia Ave,Silver Spring,MD,20902,12247 Georgia Ave Silver Spring MD 20902,Shopping & Direct Distribution,37576.172, , , , ,100211.5,0, ,137787.672,,,,,,0, , ,Emergency_Food_Providers_191,{E6D1AC34-D556-4C34-B7CD-E217CFC47C5D},,,,42,
-8583904.47692479,4729580.3108567,1010,0,1010-59,Montgomery Avenue Women's Center, ,12250-C Wilkins Ave,Rockville,MD,20852,12250-C Wilkins Ave Rockville MD 20852,Shopping,2345.44, , , , ,0,0, ,2345.44,,,,,,0, , ,Emergency_Food_Providers_192,{2526E525-2FA2-4BB9-8482-83E4A29069D7},,,,43,
-8568113.84153137,4729497.76812111,1010,0,1010-70,Rainbow Community Development Center, ,2120 - A Industrial Pkwy,Silver Spring,MD,20904,2120 - A Industrial Pkwy Silver Spring MD 20904,Shopping,57827.525, , , , ,0,0, ,57827.525,,,,,,0, , ,Emergency_Food_Providers_193,{8EC4F6BF-C048-4157-8233-87F9689E2DD7},,,,44,
-8562848.72940531,4729335.65203536,9595,0,9595-01,Beltsville Adventist Community Center, ,4200 Ammendale Rd.,Beltsville,MD,20705,4200 Ammendale Rd. Beltsville MD 20705,Shopping,3874.593, , , , ,0,0, ,3874.593,,,,,,0, , ,Emergency_Food_Providers_194,{E51D0417-D14E-4B87-925F-762095680D19},,,,45,
-8559123.99082598,4728332.82601083,7635,0,7635-AM,Vansville Community Center, ,6813 Ammendale Rd,Beltsvile,MD,20705,6813 Ammendale Rd Beltsvile MD 20705,Direct Distributions,0, , , , ,0,0, ,9504,,,,,,0,9504, ,Emergency_Food_Providers_195,{BB58BEA4-899D-4162-9BB9-614E377CE89E},,,,46,
-8575082.58636823,4728165.18172042,9601,0,9601-01,Silver Spring Christian Reformed Church, ,1501 Arcola Ave,Silver Spring,MD,20902,1501 Arcola Ave Silver Spring MD 20902,Shopping,41277.025, , , , ,0,0, ,41277.025,,,,,,0, , ,Emergency_Food_Providers_196,{C9996BC5-BC1B-437E-A5E1-DB56A75FAB57},,,,47,
-8562519.12400912,4727875.96889122,9385,0,9385-01,Emmanuel UMC, ,11416 Cedar Lane,Beltsville,MD,20705,11416 Cedar Lane Beltsville MD 20705,Shopping,88653.521, , , , ,0,0, ,88653.521,,,,,,0, , ,Emergency_Food_Providers_197,{890E05E5-8A45-4BC9-9A87-B2BBFA1D803D},,,,48,
-8563189.04514082,4727687.33531731,9364,0,9364-01,Elan Foundation, ,11310 Montgomery Rd,Beltsville,MD,20705,11310 Montgomery Rd Beltsville MD 20705,Shopping,75, , , , ,0,0, ,75,,,,,,0, , ,Emergency_Food_Providers_198,{8325A7FA-1B21-4B1F-94E8-14F3CE761F24},,,,49,
-8564065.70805447,4727144.14230147,7530,0,7530-AM,Beltsville Community Center, ,3900 Sellman Rd,Beltsvile,MD,20705,3900 Sellman Rd Beltsvile MD 20705,Direct Distributions,0, , , , ,0,0, ,8438.4,,,,,,0,8438.4, ,Emergency_Food_Providers_199,{3D719FC7-D4BA-4B57-8C1F-7910BCD89BE8},,,,50,
-8578580.3330842,4727066.82176667,9506,0,9506-01,Mid County United Ministries (MUM), ,11015 West Avenue,Kensington,MD,20895,11015 West Avenue Kensington MD 20895,Shopping,22939.58, , , , ,0,0, ,22939.58,,,,,,0, , ,Emergency_Food_Providers_200,{855512B7-B6EC-4272-A117-9547567171A9},,,,51,
-8576443.18784076,4726921.44184899,6890,0,Multiple,New Creation Church, ,11005 Dayton Street,Wheaton,MD,20902,11005 Dayton Street Wheaton MD 20902,Shopping & Direct Distribution,2449.5, , , , ,89214.12,0, ,91663.62,,,,,,0, , ,Emergency_Food_Providers_201,{EF2FBAB0-47A7-4B59-8793-1A161F95465D},,,,52,
-8565939.0810095,4726907.54014618,9613,0,9613-01,Horeb SDA, ,3310 Powdermill Rd,Hyattsville,MD,20783,3310 Powdermill Rd Hyattsville MD 20783,Shopping,125258.295, , , , ,0,0, ,125258.295,,,,,,0, , ,Emergency_Food_Providers_202,{6ADB7407-60A3-4638-87C2-0E96C394273B},,,,53,
-8561992.91697811,4726750.89659029,9428,0,9428-01,Whosoever Will Christian Church, ,4514 Sellman Road,Beltsville,MD,20705,4514 Sellman Road Beltsville MD 20705,Shopping,7059.76, , , , ,0,0, ,7059.76,,,,,,0, , ,Emergency_Food_Providers_203,{77140452-B1F6-489B-BFC8-48DCB078F53B},,,,54,
-8575560.2020905,4726723.29454859,7105,0,Multiple,Inwood House, ,10921 Inwood Avenue,Silver Spring,MD,20902,10921 Inwood Avenue Silver Spring MD 20902,Direct Distributions,0, , , , ,44404.19,0, ,53348.642,,,,,,8944.452, , ,Emergency_Food_Providers_204,{E34D3A70-14BD-4F13-BFAF-7266D51A8DC0},,,,55,
-8565415.32236107,4726544.52773616,6135,0,6135-01,Healing Temple Church of the Nazerene, ,11002 Cherry Hill Rd,Hyattsville,MD,20783,11002 Cherry Hill Rd Hyattsville MD 20783,Shopping,27204.725, , , , ,0,0, ,27204.725,,,,,,0, , ,Emergency_Food_Providers_205,{91A088FB-AB33-4A81-8C2E-9FADC81D6D3D},,,,56,
-8580457.64776817,4726226.39820778,9278,0,9278-01,First Baptist Church Ken-Gar, ,3922 Hampden St.,Kensington,MD,20895,3922 Hampden St. Kensington MD 20895,Shopping,2583.338, , , , ,0,0, ,2583.338,,,,,,0, , ,Emergency_Food_Providers_206,{82E5C8B9-F2E4-4899-939B-FF3DD359642B},,,,57,
-8574028.83515812,4726197.57914251,9307,0,9307-01,Luther Rice Neighborhood Center, ,801 University Blvd W,Silver Spring,MD,20901,801 University Blvd W Silver Spring MD 20901,Shopping,12397.699, , , , ,0,0, ,12397.699,,,,,,0, , ,Emergency_Food_Providers_207,{9C022A5E-D882-4018-A992-974C2CEE692A},,,,58,
-8561851.43998591,4726168.48890479,9545,0,9545-01,"Rock of Salvation Ministries, Inc", ,10764 Baltimore Avenue,Beltsville,MD,20705,10764 Baltimore Avenue Beltsville MD 20705,Shopping,27765.793, , , , ,0,0, ,27765.793,,,,,,0, , ,Emergency_Food_Providers_208,{76D3E6A8-852B-4B9E-9AB6-F01C69F04723},,,,59,
-8576936.73437016,4726029.32669726,6805,0,6805-MM,Hughes Neighborhood Housing Inc., ,10720 Georgia Avenue,Silver Spring,MD,20902,10720 Georgia Avenue Silver Spring MD 20902,Direct Distributions,0, , , , ,98282.625,0, ,98282.625,,,,,,0, , ,Emergency_Food_Providers_209,{DC833AED-8061-4DBC-8F7F-7D7217B2A88A},,,,60,
-8570758.79141263,4725639.72172133,9905,0,9905-FM,Key Middle School, ,910 Schlinder Dr.,Silver Spring,MD,20903,910 Schlinder Dr. Silver Spring MD 20903,Direct Distributions,0,"38,186", , , ,0,0, ,38186.15,,,,,,0, , ,Emergency_Food_Providers_210,{7F1534FE-3743-45A4-AF6F-1624B4AE2DEE},,,,61,
-8588334.83730563,4725240.61678082,5764,0,5764-BB,Lakeview Apartment Homes, ,10250 West Lake Dr.,Bethesda,MD,20817,10250 West Lake Dr. Bethesda MD 20817,Direct Distributions,0, , , , ,0,0, ,3093.288,,,,,,3093.288, , ,Emergency_Food_Providers_211,{FD4761A8-63F7-406E-97E9-44EB37369B1F},,,,62,
-8577979.95329483,4724517.03278532,8440,0,8440-BB,Victory Forest, , , ,MD,0,10000 Brunswick Avenue Silver Spring MD 20910,Direct Distributions,0, , , , ,0,0, ,7364.952,,,,,,7364.952, , ,Emergency_Food_Providers_212,{F3A77744-3FC2-4CEB-A752-340601689EA1},,,,63,
-8572990.98095617,4724493.74942758,6885,0,6885-MM,Silver Spring UMC, ,33 University Blvd East,Silver Spring,MD,20901,33 University Blvd East Silver Spring MD 20901,Direct Distributions,0, , , , ,105685.91,0, ,105685.91,,,,,,0, , ,Emergency_Food_Providers_213,{13EEC7CA-A46E-4ABC-8F4B-22C6FEB0F8A3},,,,64,
-8570649.49878216,4724384.57024092,5060,0,5060-25,Apple Blossoms, ,1013 Cresthaven Drive,Silver Spring,MD,20903,1013 Cresthaven Drive Silver Spring MD 20903,Shopping,6530.87, , , , ,0,0, ,6530.87,,,,,,0, , ,Emergency_Food_Providers_214,{F11976BA-D58F-41BA-A50F-4B6DC64AE17D},,,,65,
-8574772.40533712,4724306.4976631,6255,0,6255-01,YMCA Youth and Family Services, ,1102 Forest Glen Road,Silver Spring,MD,20901,1102 Forest Glen Road Silver Spring MD 20901,Shopping,749.45, , , , ,0,0, ,749.45,,,,,,0, , ,Emergency_Food_Providers_215,{25985179-FE23-4ACF-893A-093E3CF40FCB},,,,66,
-8613857.4573618,4724179.7252027,4065,0,4065-MM,LINK Mobile Food Pantry - Christ the Redeemer, ,"46833 Harry Byrd Highway,",Sterling,VA,20164,"46833 Harry Byrd Highway, Sterling VA 20164",Direct Distributions,0, , , , ,67776,0, ,67776,,,,,,0, , ,Emergency_Food_Providers_216,{EF8FF453-CFC7-469F-8586-7E178BC69F21},,,,67,
-8562821.49018013,4724100.92345846,7545,0,7545-AM,College Park Youth Service Center, ,4912 Nantucket Rd,College Park,MD,20740,4912 Nantucket Rd College Park MD 20740,Direct Distributions,0, , , , ,0,0, ,2127.03,,,,,,0,2127.03, ,Emergency_Food_Providers_217,{BA29BAB4-2966-4261-88A8-BF4C421E06B1},,,,68,
-8546848.12264377,4723567.26414163,9575,0,9575-01,"ET Health Care Foundation, Inc", ,13111 3rd St,Bowie,MD,0,13111 3rd St Bowie MD,Shopping,1949.96, , , , ,0,0, ,1949.96,,,,,,0, , ,Emergency_Food_Providers_218,{792AA2C5-BFAD-4869-AA07-40F606D90A50},,,,69,
-8562950.66431702,4723481.21717642,9382,0,9382-01,College Park Church of the Nazarene, ,9704 Rhode Island Ave,College Park,MD,20740,9704 Rhode Island Ave College Park MD 20740,Shopping,20878.115, , , , ,0,0, ,20878.115,,,,,,0, , ,Emergency_Food_Providers_219,{96577BBC-EB9F-4AD4-81C9-9DA3D51F5703},,,,70,
-8538034.42402091,4723104.08766477,9231,0,9231-01,The Lord's Chosen Food Pantry, ,1302 Cronson Blvd,Crofton,MD,21114,1302 Cronson Blvd Crofton MD 21114,Shopping,54013.69, , , , ,0,0, ,54013.69,,,,,,0, , ,Emergency_Food_Providers_220,{102B8BE0-85C2-4F85-91B0-4DE223F51D5F},,,,71,
-8569551.65495423,4723040.47990866,9415,0,9415-01,Saint Camillus Catholic Church, ,1600 Saint Camillus Drive,Silver Spring,MD,20903,1600 Saint Camillus Drive Silver Spring MD 20903,Shopping,94951.238, , , , ,0,0, ,94951.238,,,,,,0, , ,Emergency_Food_Providers_221,{AC316B0D-D394-429D-BDAC-D65566371FF9},,,,72,
-8569659.24543695,4722991.04088276,6849,0,6849-BB,Victory Oaks, ,721 Beacon Rd,Silver Spring,MD,20903,721 Beacon Rd Silver Spring MD 20903,Direct Distributions,0, , , , ,0,0, ,4419.431,,,,,,4419.431, , ,Emergency_Food_Providers_222,{8108E7E2-5643-4D2C-8DB8-7F33D3B88DDE},,,,73,
-8571302.59915864,4722932.76270701,9690,0,9690-01,Mount Jezreel Baptist Church, ,420 University Blvd. East,Silver Spring,MD,20901,420 University Blvd. East Silver Spring MD 20901,Shopping,6351.11, , , , ,0,0, ,6351.11,,,,,,0, , ,Emergency_Food_Providers_223,{14885409-A1EF-4855-9D94-B57495AE341C},,,,74,
-8615280.29889407,4722812.09607356,9603,0,9603-01,Sterling United Methodist Church, ,304 East Church Road,Sterling,VA,20164,304 East Church Road Sterling VA 20164,Shopping,36123.527, , , , ,0,0, ,36123.527,,,,,,0, , ,Emergency_Food_Providers_224,{08E1B387-8F0F-4095-A610-5B87BCE57ED9},,,,75,
-8576611.52572529,4722869.85751099,9627,0,9627-01,The Yehuda Mond Foundation of Ahavas Torah, ,2010 Linden Ln.,Silver Spring,MD,20910,2010 Linden Ln. Silver Spring MD 20910,Shopping,20016.824, , , , ,0,0, ,20016.824,,,,,,0, , ,Emergency_Food_Providers_225,{3821FBA9-EC8D-48BA-8A57-41B2E400F61B},,,,76,
-8560805.67116657,4722567.701673,6185,0,6185-MM,City of Greenbelt, ,6060 Springhill,Greenbelt,MD,20770,6060 Springhill Greenbelt MD 20770,Direct Distributions,0, , , , ,52996.25,0, ,52996.25,,,,,,0, , ,Emergency_Food_Providers_226,{3F5F1896-37D7-42DC-91BF-CA44E22BBE64},,,,77,
-8557744.65287365,4722323.97213983,9587,0,9587-01,Restoration Center, ,111 Centerway Dr.,Greenbelt,MD,20770,111 Centerway Dr. Greenbelt MD 20770,Shopping,6323.205, , , , ,0,0, ,6323.205,,,,,,0, , ,Emergency_Food_Providers_227,{00889540-7386-419C-AC6F-0EFD410244B5},,,,78,
